id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1223393526026772486,1223393526026772486,2020-01-31 23:52:00 UTC,2020-01-31,23:52:00,+0000,703069884029280256,amandakkkbjs,a temperança,,"Falta uma página ""estadunidenses maravilhados com o SUS""  (nome alternativo: sus botando o sistema de saúde dos eua pra mamar)",pt,[],[],[],0,0,0,[],[],https://twitter.com/amandakkkbjs/status/1223393526026772486,,https://twitter.com/umiriti/status/1223321266389647360,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1223392197950820352,1223297290779185155,2020-01-31 23:46:44 UTC,2020-01-31,23:46:44,+0000,1188843524986490880,um_libertario,Um Libertário,,@_santvs Explica e já convence ele que o SUS deve ser extinto e a saúde privada.,pt,[],[],[],0,0,0,[],[],https://twitter.com/um_libertario/status/1223392197950820352,,,0,,,,,,,,"{'user_id': '1186291384187273216', 'username': 'picscall_'}",,,,
1223391481156841472,1222254513328992261,2020-01-31 23:43:53 UTC,2020-01-31,23:43:53,+0000,829813285973348355,paulovytores,PV (51),,"@FalkKurama @Deisy_Ventura @nilmoretto EUA. Grande parte do seu sistema de saúde é privado, por mais que o governo ainda gaste dinheiro com saúde pública. Lembrando a ti que eu não sou contra o SUS, apenas acho que ele não dá conta de uma epidemia. Se houvessem mais órgãos privados, o Brasil gastaria menos.",pt,"['falkkurama', 'deisy_ventura', 'nilmoretto']",[],[],0,0,1,[],[],https://twitter.com/PaulovytorEs/status/1223391481156841472,,,0,,,,,,,,"{'user_id': '900070334799519744', 'username': 'FalkKurama'}",,,,
1223390467984908288,1222873944929325056,2020-01-31 23:39:51 UTC,2020-01-31,23:39:51,+0000,37210118,mari_fonseca,mari fonseca,,"@davisanchez7 @apagliar @AAbdenur @brazil_works Na verdade, com a saúde privada o governo só tem mais despesas e deixa de investir no SUS. Os gastos com saúde são inteiramente dedutíveis do imposto de renda. Se ninguém pagasse por saúde privada, esse dinheiro poderia ser todo investido no SUS.",pt,"['davisanchez7', 'apagliar', 'aabdenur', 'brazil_works']",[],[],0,0,0,[],[],https://twitter.com/mari_fonseca/status/1223390467984908288,,,0,,,,,,,,"{'user_id': '95766400', 'username': 'davisanchez7'}",,,,
1223387251633205248,1222254513328992261,2020-01-31 23:27:04 UTC,2020-01-31,23:27:04,+0000,829813285973348355,paulovytores,PV (51),,"@MrsParkerJames1 @Deisy_Ventura @nilmoretto Bem... Você está pagando por todos nesse momento. Se as empresas hospitalares privadas fossem maiores, o SUS não iria deixar de existir e a renda do governo com saúde seria melhor.",pt,"['mrsparkerjames1', 'deisy_ventura', 'nilmoretto']",[],[],0,0,1,[],[],https://twitter.com/PaulovytorEs/status/1223387251633205248,,,0,,,,,,,,"{'user_id': '1190418134542487553', 'username': 'MrsParkerJames1'}",,,,
1223386373610254336,1223385870633512961,2020-01-31 23:23:35 UTC,2020-01-31,23:23:35,+0000,269444603,rossassen,Vampira do Hospital,,"A área da saúde já é uma desgraça pra trabalhar, as jornadas são exaustivas, os salários são baixos e agora TODO DIA é um corte novo pra cortar a garganta do SUS. 

Vai demorar décadas pra refazer o estrago que essa caralha de governo fez nesses meses de desmonte.",pt,[],[],[],0,0,0,[],[],https://twitter.com/Rossassen/status/1223386373610254336,,,0,,,,,,,,"{'user_id': '269444603', 'username': 'Rossassen'}",,,,
1223386001365766146,1222254513328992261,2020-01-31 23:22:06 UTC,2020-01-31,23:22:06,+0000,829813285973348355,paulovytores,PV (51),,"@Ph32n4nd045515 @Deisy_Ventura @nilmoretto Bem, acho que uma iniciativa privada iria facilitar o trabalho da pública. Não sou contra órgãos públicos, mas o SUS não vai conseguir conter uma epidemia, de qualquer maneira. Você sabe melhor que eu que a saúde no Brasil é precária.",pt,"['ph32n4nd045515', 'deisy_ventura', 'nilmoretto']",[],[],0,0,1,[],[],https://twitter.com/PaulovytorEs/status/1223386001365766146,,,0,,,,,,,,"{'user_id': '3787859902', 'username': 'Ph32n4nd045515'}",,,,
1223385870633512961,1223385870633512961,2020-01-31 23:21:35 UTC,2020-01-31,23:21:35,+0000,269444603,rossassen,Vampira do Hospital,,"Olha, do jeito que esse governo se esforça pra destruir o SUS, daqui a pouco vc vai ver é profissional da saúde tacando fogo em carro na rua e destruindo asfalto em protesto porque a cada dia é um golpe mais violento na saúde.",pt,[],[],[],1,0,5,[],[],https://twitter.com/Rossassen/status/1223385870633512961,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1223385191433035776,1223385181974933504,2020-01-31 23:18:53 UTC,2020-01-31,23:18:53,+0000,21424260,falssali,misteriosa,,"Bom gente é isso quis deixar o mais breve e didático possível LUTEM PELO SUS, ELE É DE TODOS NÓS!!! O SUS tem seus problemas, é claro, mas em sua teoria é meticulosamente pensado e planejado e é o principal acesso à saúde da população mais carente e humilde.",pt,[],[],[],0,1,6,[],[],https://twitter.com/falssali/status/1223385191433035776,,,0,,,,,,,,"{'user_id': '21424260', 'username': 'falssali'}",,,,
1223385181974933504,1223385181974933504,2020-01-31 23:18:51 UTC,2020-01-31,23:18:51,+0000,21424260,falssali,misteriosa,,"como a extinção do Núcleo Ampliado de Saúde da Família (NASF) pelo Ministério da Saúde vai afetar a SUA vida em mais um golpe do governo para a precarização e desmonte do Sistema Único de Saúde (SUS)

A THREAD",pt,[],[],[],1,14,25,[],[],https://twitter.com/falssali/status/1223385181974933504,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
