id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1233904388839804928,1233727695583838213,2020-02-29 23:58:25 UTC,2020-02-29,23:58:25,+0000,988482465194004480,franjuless,JÜLES,,@adv_libertario @pgcaet @brnardinho @brendasafra Eu disse q o sus eh d graça ancap burro? Pelo menos aq usam impistos p fazer o sus ja la nos eua tu paga imposto e ainda tem q pagar caro num sistema de saude,pt,"['pgcaet', 'brnardinho', 'brendasafra']",[],[],7,0,0,[],[],https://twitter.com/franjuless/status/1233904388839804928,,,0,,,,,,,,"{'user_id': '1084440576379023360', 'username': 'JurisLibertario'}",,,,
1233903999792881664,1233494921346265091,2020-02-29 23:56:53 UTC,2020-02-29,23:56:53,+0000,943300155423494144,dmtri_kuznetso,ωαяяєη🌈🏳️‍🌈,,"@Cantspoilme @luide Planos d saúde existe mas n podem ofertar o q vc disse, é proibido por lei, somente o SUS pode, ele possui o monopólio, aí se caso o próprio ter um gerenciamento ruim não vai sofrer com isso pq ele n segue uma lógica de mercado, não existe concorrência para o cliente recorrer. https://t.co/NSA7tiYXGv",pt,"['cantspoilme', 'luide']",[],['https://pbs.twimg.com/media/ER-1JbwXYAQFcsK.jpg'],1,0,1,[],[],https://twitter.com/Dmtri_Kuznetso/status/1233903999792881664,,,1,https://pbs.twimg.com/media/ER-1JbwXYAQFcsK.jpg,,,,,,,"{'user_id': '2614453033', 'username': 'Cantspoilme'}",,,,
1233903579372703744,1233897801920253952,2020-02-29 23:55:12 UTC,2020-02-29,23:55:12,+0000,1229923623516897282,jairo78599335,Jairo,,"@brasil247 Saúde e paz ,foi pro sus?",pt,['brasil247'],[],[],0,0,1,[],[],https://twitter.com/Jairo78599335/status/1233903579372703744,,,0,,,,,,,,"{'user_id': '248890506', 'username': 'brasil247'}",,,,
1233903385763512320,1233852457215811591,2020-02-29 23:54:26 UTC,2020-02-29,23:54:26,+0000,27495881,luciana1silva,Luciana Silva,,"@UOLNoticias @BlogdoNoblat Dois casos identificados pelo Albert Einstein, pergunta: os pacientes tinham plano de saúde caro para atender no hospital ou o Einstein atendeu pelo SUS? Há nos postos de saúde do SUS médicos com acesso aos mesmos materiais e equipamentos que o Einstein para identificar o povinho",pt,"['uolnoticias', 'blogdonoblat']",[],[],0,0,0,[],[],https://twitter.com/luciana1silva/status/1233903385763512320,,,0,,,,,,,,"{'user_id': '14594698', 'username': 'UOLNoticias'}",,,,
1233903363533803523,1233578132042633216,2020-02-29 23:54:21 UTC,2020-02-29,23:54:21,+0000,76397070,m_de_maaariana,Mariana Lima,,@AlessandroPT89 Faz parte de outros ganchos desse governo de merda. É a parte do lobby para o não investimento no SUS e segue a cartilha dos 20 anos de congelamento dos gastos públicos em saúde. Ex-chefão da Unimed. Só ir atrás o quanto que ela cresce anualmente,pt,['alessandropt89'],[],[],0,1,1,[],[],https://twitter.com/m_de_maaariana/status/1233903363533803523,,,0,,,,,,,,"{'user_id': '1093270963263807493', 'username': 'AlessandroPT89'}",,,,
1233902622282788870,1233792748236480512,2020-02-29 23:51:24 UTC,2020-02-29,23:51:24,+0000,53220824,ariel_dnz,ariel,,@samrockdna @oatila que eu saiba é os EUA que gasta uma fortuna de verba [mais do que o SUS] pra bancar seguro de saúde pra uma parte da população. Mais ineficiente que isso eu desconheço.,pt,"['samrockdna', 'oatila']",[],[],0,0,1,[],[],https://twitter.com/ariel_dnz/status/1233902622282788870,,,0,,,,,,,,"{'user_id': '114045758', 'username': 'samrockdna'}",,,,
1233901436381122560,1233901436381122560,2020-02-29 23:46:41 UTC,2020-02-29,23:46:41,+0000,879184187567337472,damnyoukid,dudu para os íntimos,,"explicando pros meus pais como o sistema de saúde americano é uma bosta e o SUS pra eles é um sonho pq eles ainda tinham a ideia de que a saúde dos EUA era uma das melhores do mundo

boa noite",pt,[],[],[],0,0,9,[],[],https://twitter.com/damnyoukid/status/1233901436381122560,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1233900762390056960,1233900762390056960,2020-02-29 23:44:01 UTC,2020-02-29,23:44:01,+0000,174413115,alagoasreal,AR NEWS,,"Ministério da Saúde lança o app #Coronavírus-#SUS ( COVID-19 ) Fonte: https://t.co/vbVqvebwj4
  #COVID2019 #covid_19Brasil #COVID #SARSCoV2  #SARSCOV19 #SARSvirus #Brasil #Coronavid19 #coronavirusbrasil #coronavírus #OMS #WHO #CDC #MSBrasil #IOS #Android https://t.co/oJgg3Fs0QS",pt,[],['https://alagoasreal.blogspot.com/2020/02/ministerio-da-saude-lanca-o-app-apk-coronavirus-sus-covid-19.html'],['https://pbs.twimg.com/media/ER-yHtIWoAA5XyY.png'],0,0,1,"['coronavírus', 'sus', 'covid2019', 'covid_19brasil', 'covid', 'sarscov2', 'sarscov19', 'sarsvirus', 'brasil', 'coronavid19', 'coronavirusbrasil', 'coronavírus', 'oms', 'who', 'cdc', 'msbrasil', 'ios', 'android']",[],https://twitter.com/AlagoasReal/status/1233900762390056960,,,1,https://pbs.twimg.com/media/ER-yHtIWoAA5XyY.png,,,,,,,"{'user_id': None, 'username': None}",,,,
1233898577338028032,1233781381962108929,2020-02-29 23:35:20 UTC,2020-02-29,23:35:20,+0000,89289779,kisame1777,"Carlinhos chifrudo, presidente da ASB",,@Jota07_ @etebaquara @mileclo @oatila Quem desdenha da disse brasileira não é o SUS mas sim quem sucateia ele. Pqp. Todo país com saúde pública exibe isso como orgulho e aqui pessoal quer criticar e acabar com ele,pt,"['jota07_', 'etebaquara', 'mileclo', 'oatila']",[],[],1,1,9,[],[],https://twitter.com/kisame1777/status/1233898577338028032,,,0,,,,,,,,"{'user_id': '339823548', 'username': 'Jotap7_'}",,,,
1233897507241054209,1233896109040427012,2020-02-29 23:31:05 UTC,2020-02-29,23:31:05,+0000,1130116106356707328,amles66,SAlmeida,,"@UOL Enqto o povo tá indo pro Albert Einstein tá bom. SQN. A maioria depende do SUS, que está sucateado e não podemos esquecer os cortes de verba da saúde e educação. Oremos!",pt,['uol'],[],[],1,0,5,[],[],https://twitter.com/amles66/status/1233897507241054209,,,0,,,,,,,,"{'user_id': '70799317', 'username': 'UOL'}",,,,
