id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1289350122325725185,1289329366883692544,2020-07-31 23:59:58 UTC,2020-07-31,23:59:58,+0000,722021121197940737,maiamariago,Maia Götz,,@Evygt Confirmo. En una Puma estaban todos afuera de sus carros bebiendo como si nada.,es,['evygt'],[],[],1,0,2,[],[],https://twitter.com/MaiaMariaGo/status/1289350122325725185,,,0,,,,,,,,"{'user_id': '40411697', 'username': 'Evygt'}",,,,
1289350121994383362,1289349493494702080,2020-07-31 23:59:58 UTC,2020-07-31,23:59:58,+0000,287947468,_aldanx,Aldana 🌙,,"Porque no entienden; va al supermercado la familia entera, van todos los días a comprar pelotudeces y pasear. Tanto mi vieja y sus compañeras supervisoras como las cajeras tienen que pelearse con la gente para que respeten las condiciones que se les pone para poder comprar",es,[],[],[],1,0,3,[],[],https://twitter.com/_aldanx/status/1289350121994383362,,,0,,,,,,,,"{'user_id': '287947468', 'username': '_aldanx'}",,,,
1289350120526422016,1289350120526422016,2020-07-31 23:59:58 UTC,2020-07-31,23:59:58,+0000,942117002876944385,valeskaaleman6,+505,,Mae ¿Como pudiste mentirle mientras veías sus ojitos llenos de ilusión?,es,[],[],[],0,4,22,[],[],https://twitter.com/valeskaaleman6/status/1289350120526422016,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1289350117531750401,1289350117531750401,2020-07-31 23:59:57 UTC,2020-07-31,23:59:57,+0000,429043466,revista_gestion,Revista Gestión,,#Economía | En cuatro años se debían entregar 360.000 viviendas y se estima que no se llegue ni al 15%. El Gobierno Nacional y el sector financiero deben dar un espacio para reactivar la construcción e impulsar sus iniciativas: https://t.co/wu1T5Gybc3 https://t.co/1127iF30Uc,es,[],['https://bit.ly/3jYZgJB'],['https://pbs.twimg.com/media/EeSw72DX0AENbyg.png'],0,0,2,['economía'],[],https://twitter.com/revista_gestion/status/1289350117531750401,,,1,https://pbs.twimg.com/media/EeSw72DX0AENbyg.png,,,,,,,"{'user_id': None, 'username': None}",,,,
1289350115585449986,1289350115585449986,2020-07-31 23:59:57 UTC,2020-07-31,23:59:57,+0000,145111638,acm3003,Adolfino CaMo,,"Ojala que estos ladrones, sinvergüenzas, corruptos  de los Bucaram, sus familiares, amigos, allegados, seguidores, esbirros se pudran en la cárcel por robarle tanto al país.",es,[],[],[],0,0,1,[],[],https://twitter.com/acm3003/status/1289350115585449986,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1289350114490724353,1289217999396696065,2020-07-31 23:59:56 UTC,2020-07-31,23:59:56,+0000,3397249443,mirgranunez,MGN,,"@LaMacrista @martintetaz Porque son la masa crítica del Justicialismo y la izquierda desde siempre!!! 
Los votos son directamente proporcionales a la brutalidad/ignorancia y falta de clase de sus simpatizantes!!!",es,"['lamacrista', 'martintetaz']",[],[],0,1,2,[],[],https://twitter.com/mirgranunez/status/1289350114490724353,,,0,,,,,,,,"{'user_id': '256106721', 'username': 'LaMacrista'}",,,,
1289350109776379904,1289349056398065666,2020-07-31 23:59:55 UTC,2020-07-31,23:59:55,+0000,12716872,alejo_joan,Alex,,"@Villarruel_clau Parece que no hay reunión en la FIFA, hasta hace un rato nadie había confirmado que haya programado algo. Pero me pongo en sus zapatos, sabes lo que debe haber sufrido tanto tiempo sin vacaciones?",es,['villarruel_clau'],[],[],0,0,2,[],[],https://twitter.com/alejo_joan/status/1289350109776379904,,,0,,,,,,,,"{'user_id': '359791727', 'username': 'Villarruel_clau'}",,,,
1289350107461083136,1289322882598764544,2020-07-31 23:59:55 UTC,2020-07-31,23:59:55,+0000,79606501,osdarkneds,osdarkneds,,"@MariaFdaCabal Osea de malas los seguiremos robando desde nuestras casas mientras los pobres salen a trabajar de forma presencial y si mueren es por vagos, mantenidos del estado.
He aquí sus líderes mi gente, he aquí el resultado de la compra de votos 👏👏👏👏",es,['mariafdacabal'],[],[],0,0,4,[],[],https://twitter.com/osdarkneds/status/1289350107461083136,,,0,,,,,,,,"{'user_id': '350862112', 'username': 'MariaFdaCabal'}",,,,
1289350106119114753,1289216828691030016,2020-07-31 23:59:54 UTC,2020-07-31,23:59:54,+0000,77793087,esteban_alirio,🅰️lirio Esteban Ⓜ️uñoz,,"@oagallardo @Dimayor @Cucutaoficial Lastimosamente estos ""señores"" de la Dimayor son cómplices de todo esto que está pasando al no exigir a los equipos que hacen parte de la entidad estar al día con sus empleados. Solo les interesa es el voto y no más.",es,"['oagallardo', 'dimayor', 'cucutaoficial']",[],[],1,0,0,[],[],https://twitter.com/Esteban_Alirio/status/1289350106119114753,,,0,,,,,,,,"{'user_id': '544830089', 'username': 'oagallardo'}",,,,
1289350103304753152,1289346823174475777,2020-07-31 23:59:54 UTC,2020-07-31,23:59:54,+0000,999383590206103552,jrzbran97,Brandon :),,@ClubPueblaMX @UmbroMex Ahuevo se enfrentan a alguien que no está en sus niveles hijosdesuptm arriba la máquina https://t.co/CKQiUax6fr,es,"['clubpueblamx', 'umbromex']",[],['https://pbs.twimg.com/media/EeSxFg8XkAA8w0m.jpg'],1,0,1,[],[],https://twitter.com/JrzBran97/status/1289350103304753152,,,1,https://pbs.twimg.com/media/EeSxFg8XkAA8w0m.jpg,,,,,,,"{'user_id': '108987333', 'username': 'ClubPueblaMX'}",,,,
1289350102155513856,1288956605514555392,2020-07-31 23:59:53 UTC,2020-07-31,23:59:53,+0000,1025102884587884544,jmgomez27656767,JMGomez,,"@oscarmanriquema @FelipeCalderon Porque son tan estúpidos los defensores de obrador, ya con él es suficiente, pero ustedes se ponen más estúpidos con sus comentarios",es,"['oscarmanriquema', 'felipecalderon']",[],[],0,0,0,[],[],https://twitter.com/JMGomez27656767/status/1289350102155513856,,,0,,,,,,,,"{'user_id': '1257404564', 'username': 'oscarmanriquema'}",,,,
1289350101341675520,1289350101341675520,2020-07-31 23:59:53 UTC,2020-07-31,23:59:53,+0000,1253694262979358720,michellangell10,Michell Angello XXI,,"Levantamiento armado ?,😂la salida más fácil para el borrachín y no pisar la cárcel ,y quién lo seguiría ?,quien en sus cabales defendería a un ladrón? ...😁",es,[],[],[],0,0,0,[],[],https://twitter.com/MichellAngell10/status/1289350101341675520,,https://twitter.com/rubengluengas/status/1289284640558243840,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1289350101178015745,1289350101178015745,2020-07-31 23:59:53 UTC,2020-07-31,23:59:53,+0000,720465267629912067,eurofund1,Eurofund,,"La unión de Europa ha sido impulsada por dos políticos centristas, la canciller alemana Angela Merkel y el presidente francés Emmanuel Macron, quienes adoptaron medidas sólidas para controlar la epidemia en sus propios países buenos resultados =organización y liderazgo",es,[],[],[],0,0,0,[],[],https://twitter.com/Eurofund1/status/1289350101178015745,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
